SF	Word	Segmentation	Analysis	Freq
ɑɰɑrɑn	ağaran	ɑɰɑr-ɑn	Stem-part:pres	5
ɑɰɑɑ	ağaya	ɑɰɑ-ɑ	Stem-dat	5
ɑɰrɯm	ağrım	ɑɰrɯ-m	Stem-p1s	5
ɑɰustosɑ	ağustosa	ɑɰustos-ɑ	Stem-dat	5
ɑʃʧɯlɑrɯ	aşçıları	ɑʃʧɯ-lɑr-ɯ	Stem-pl-p3s	5
ɑʃɯdɑ	aşıda	ɑʃɯ-dɑ	Stem-loc	5
ɑʃɯlɑmɑɯ	aşılamayı	ɑʃɯ-lɑ-mɑ-ɯ	Stem-la-vn:inf-acc	5
ɑʃɯlɑɑrɑk	aşılayarak	ɑʃɯ-lɑ-ɑrɑk	Stem-la-cv:erek	5
ɑʃɯrɯlɯklɑr	aşırılıklar	ɑʃɯrɯ-lɯk-lɑr	Stem-lik-pl	5
ɑʃɑɰɯlɑɑn	aşağılayan	ɑʃɑɰɯ-lɑ-ɑ-n	Stem-la-cv:ye-p2s	5
ɑʃiretlerin	aşiretlerin	ɑʃiret-ler-in	Stem-pl-gen	5
ɑʃkɯɯn	aşkının	ɑʃk-ɯ-ɯn	Stem-p3s-gen	5
ɑbɯ	abı	ɑb-ɯ	Stem-p3s	5
ɑbɑʒur	abajur	ɑbɑʒur	Stem	5
ɑbɑlɯ	abalı	ɑbɑ-lɯ	Stem-li	5
ɑbɑndone	abandone	ɑbɑndone	Stem	5
ɑbimin	abimin	ɑbi-m-in	Stem-p1s-gen	5
ɑboneliklerde	aboneliklerde	ɑbone-lik-ler-de	Stem-lik-pl-loc	5
ɑboneliklern	aboneliklerin	ɑbone-lik-ler-n	Stem-lik-pl-p2s	5
ɑbsyrd	absürd	ɑbsyrd	Stem	5
ɑbur	abur	ɑbur	Stem	5
ɑʤɑrlɑr	acarlar	ɑʤɑr-lɑr	Stem-pl	5
ɑʤentɑlɑrɯn	acentaların	ɑʤentɑ-lɑr-ɯn	Stem-pl-gen	5
ɑʤentɑmɯz	acentamız	ɑʤentɑ-mɯz	Stem-p1p	5
ɑʤentɑnɯz	acentanız	ɑʤentɑ-nɯz	Stem-p2p	5
ɑʤentɑnɯzɯ	acentanızı	ɑʤentɑ-nɯz-ɯ	Stem-p2p-acc	5
ɑʤentɑnɯzɑ	acentanıza	ɑʤentɑ-nɯz-ɑ	Stem-p2p-dat	5
ɑʤentɑɑ	acentaya	ɑʤentɑ-ɑ	Stem-dat	5
ɑdɯmmɯz	adımımız	ɑdɯm-mɯz	Stem-p1p	5
ɑdmɯzɯn	adımızın	ɑd-mɯz-ɯn	Stem-p1p-gen	5
ɑdɯmdɑki	adımdaki	ɑdɯm-dɑ-ki	Stem-loc-ki	5
ɑdnɯzɯn	adınızın	ɑd-nɯz-ɯn	Stem-p2p-gen	5
ɑdɑleli	adaleli	ɑdɑle-li	Stem-li	5
ɑdɑletʧi	adaletçi	ɑdɑlet-ʧi	Stem-ci	5
ɑdɑmɑ	adamak	ɑdɑ-mɑ	Stem-vn:inf	5
ɑdɑp	adap	ɑdɑp	Stem	5
ɑdɑjlɑrmɯz	adaylarımız	ɑdɑj-lɑr-mɯz	Stem-pl-p1p	5
ɑdese	adese	ɑdese	Stem	5
ɑdetlerde	adetlerde	ɑdet-ler-de	Stem-pl-loc	5
ɑdetlern	adetlerin	ɑdet-ler-n	Stem-pl-p2s	5
ɑdlɑrɑ	adlara	ɑd-lɑr-ɑ	Stem-pl-dat	5
ɑdresmizden	adresimizden	ɑdres-miz-den	Stem-p1p-abl	5
ɑdresnizde	adresinizde	ɑdres-niz-de	Stem-p2p-loc	5
ɑfette	afette	ɑfet-te	Stem-loc	5
ɑfin	afin	ɑfi-n	Stem-p2s	5
ɑfisler	afisler	ɑfis-ler	Stem-pl	5
ɑfjonlulɑr	afyonlular	ɑfjon-lu-lɑr	Stem-li-pl	5
ɑfjonlulɑrɯn	afyonluların	ɑfjon-lu-lɑr-ɯn	Stem-li-pl-gen	5
ɑhɯrɯ	ahırı	ɑhɯr-ɯ	Stem-p3s	5
ɑhɯrlɑrdɑ	ahırlarda	ɑhɯr-lɑr-dɑ	Stem-pl-loc	5
ɑhɑlii	ahaliyi	ɑhɑli-i	Stem-acc	5
ɑhit	ahit	ɑhit	Stem	5
ɑhlɑksɯzlɯk	ahlaksızlık	ɑhlɑk-sɯz-lɯk	Stem-siz-lik	5
ɑhlɑktɑ	ahlakta	ɑhlɑk-tɑ	Stem-loc	5
ɑidijeti	aidiyeti	ɑidijet-i	Stem-p3s	5
ɑilemizde	ailemizde	ɑile-miz-de	Stem-p1p-loc	5
ɑilemizden	ailemizden	ɑile-miz-den	Stem-p1p-abl	5
ɑileni	aileni	ɑile-n-i	Stem-p2s-acc	5
ɑʒɑndɑlɑr	ajandalar	ɑʒɑndɑ-lɑr	Stem-pl	5
ɑʒɑnsmɯz	ajansımız	ɑʒɑns-mɯz	Stem-p1p	5
ɑʒɑnsmɯzɑ	ajansımıza	ɑʒɑns-mɯz-ɑ	Stem-p1p-dat	5
ɑʒɑnstɑn	ajanstan	ɑʒɑns-tɑn	Stem-abl	5
ɑkɯbete	akıbete	ɑkɯbet-e	Stem-dat	5
ɑkɯbetleri	akıbetleri	ɑkɯbet-ler-i	Stem-pl-p3s	5
ɑkɯllɑrdɑ	akıllarda	ɑkɯl-lɑr-dɑ	Stem-pl-loc	5
ɑkɯnlɑrɯɯn	akınlarının	ɑkɯn-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑkɯnlɑrɑ	akınlara	ɑkɯn-lɑr-ɑ	Stem-pl-dat	5
ɑkɯntɯdɑ	akıntıda	ɑkɯntɯ-dɑ	Stem-loc	5
ɑkɯtmɑɑ	akıtmaya	ɑkɯt-mɑ-ɑ	Stem-vn:inf-dat	5
ɑkʃɑmdɑ	akşamda	ɑkʃɑm-dɑ	Stem-loc	5
ɑkɑdemide	akademide	ɑkɑdemi-de	Stem-loc	5
ɑkɑdemileriin	akademilerinin	ɑkɑdemi-ler-i-in	Stem-pl-p3s-gen	5
ɑkɑdemisjenin	akademisyenin	ɑkɑdemisjen-in	Stem-gen	5
ɑkɑdemisjenleri	akademisyenleri	ɑkɑdemisjen-ler-i	Stem-pl-p3s	5
ɑkɑrɯ	akarı	ɑkɑr-ɯ	Stem-p3s	5
ɑkɑretler	akaretler	ɑkɑret-ler	Stem-pl	5
ɑkɑrlɑrɯn	akarların	ɑkɑr-lɑr-ɯn	Stem-pl-gen	5
ɑkɑrsulɑrdɑki	akarsulardaki	ɑkɑrsu-lɑr-dɑ-ki	Stem-pl-loc-ki	5
ɑkitler	akitler	ɑkit-ler	Stem-pl	5
ɑkmɑlɑrɯ	akmaları	ɑk-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	5
ɑkordeon	akordeon	ɑkordeon	Stem	5
ɑkrɑbɑlɑrɑ	akrabalara	ɑkrɑbɑ-lɑr-ɑ	Stem-pl-dat	5
ɑkrɑbɑɯɯn	akrabasının	ɑkrɑbɑ-ɯ-ɯn	Stem-p3s-gen	5
ɑkropoly	akropolü	ɑkropol-y	Stem-p3s	5
ɑksɯɯn	aksının	ɑks-ɯ-ɯn	Stem-p3s-gen	5
ɑksɯrɯk	aksırık	ɑksɯrɯk	Stem	5
ɑksɑmdɑn	aksamdan	ɑksɑm-dɑn	Stem-abl	5
ɑksɑmlɑrdɑ	aksamlarda	ɑksɑm-lɑr-dɑ	Stem-pl-loc	5
ɑksɑtɑn	aksatan	ɑksɑt-ɑn	Stem-part:pres	5
ɑksesuɑrɯn	aksesuarın	ɑksesuɑr-ɯn	Stem-gen	5
ɑksesuɑrɑ	aksesuara	ɑksesuɑr-ɑ	Stem-dat	5
ɑkslɑrɯn	aksların	ɑks-lɑr-ɯn	Stem-pl-gen	5
ɑksulɑr	aksular	ɑksu-lɑr	Stem-pl	5
ɑktyɑlite	aktüalite	ɑktyɑlite	Stem	5
ɑktɑrdɯktɑn	aktardıktan	ɑktɑr-dɯk-tɑn	Stem-vn:past-abl	5
ɑktɑrmɑdɑn	aktarmadan	ɑktɑr-mɑ-dɑn	Stem-vn:inf-abl	5
ɑktɑrmɑtɑn	aktarmaktan	ɑktɑr-mɑ-tɑn	Stem-vn:inf-abl	5
ɑktɑrmɑnɯzɑ	aktarmanıza	ɑktɑr-mɑ-nɯz-ɑ	Stem-vn:inf-p2p-dat	5
ɑktiflik	aktiflik	ɑktif-lik	Stem-lik	5
ɑktinitlerin	aktinitlerin	ɑktinit-ler-in	Stem-pl-gen	5
ɑktivɑsjonuun	aktivasyonunun	ɑktivɑsjon-u-un	Stem-p3s-gen	5
ɑktivitelerdeki	aktivitelerdeki	ɑktivite-ler-de-ki	Stem-pl-loc-ki	5
ɑkvɑrjumlɑrɑ	akvaryumlara	ɑkvɑrjum-lɑr-ɑ	Stem-pl-dat	5
ɑkvɑrjumnuzɑ	akvaryumunuza	ɑkvɑrjum-nuz-ɑ	Stem-p2p-dat	5
ɑkvɑrjumnuzun	akvaryumunuzun	ɑkvɑrjum-nuz-un	Stem-p2p-gen	5
ɑlʧɯdɑn	alçıdan	ɑlʧɯ-dɑn	Stem-abl	5
ɑlʧɑkgønyllylyk	alçakgönüllülük	ɑlʧɑkgønylly-lyk	Stem-lik	5
ɑlʧɑlmɑɑ	alçalmaya	ɑlʧɑl-mɑ-ɑ	Stem-vn:inf-dat	5
ɑlɯʃtɯrmɑlɑrɯn	alıştırmaların	ɑlɯʃtɯrmɑ-lɑr-ɯn	Stem-pl-gen	5
ɑlɯʃtɑ	alışta	ɑlɯʃ-tɑ	Stem-loc	5
ɑlɯʤɯnɯzɯn	alıcınızın	ɑlɯʤɯ-nɯz-ɯn	Stem-p2p-gen	5
ɑlɯnmɑdɯklɑrɯ	alınmadıkları	ɑlɯn-mɑ-dɯk-lɑrɯ	Stem-neg-part:past-p3p	5
ɑlyvjonu	alüvyonu	ɑlyvjon-u	Stem-p3s	5
ɑlɑʃɑɰɯ	alaşağı	ɑlɑʃɑɰɯ	Stem	5
ɑlɑbilmei	alabilmeyi	ɑl-ɑbil-me-i	Stem-abil-vn:inf-acc	5
ɑlɑʤɑklɑrdɑn	alacaklardan	ɑlɑʤɑk-lɑr-dɑn	Stem-pl-abl	5
ɑlɑʤɑktɑn	alacaktan	ɑlɑʤɑk-tɑn	Stem-abl	5
ɑlɑdɑ	alada	ɑlɑ-dɑ	Stem-loc	5
ɑlɑkɑlɯlɑrɯn	alakalıların	ɑlɑkɑ-lɯ-lɑr-ɯn	Stem-li-pl-gen	5
ɑlɑkɑrt	alakart	ɑlɑkɑrt	Stem	5
ɑlɑnmɯzdɑki	alanımızdaki	ɑlɑn-mɯz-dɑ-ki	Stem-p1p-loc-ki	5
ɑlɑnmɑ	alanıma	ɑlɑn-m-ɑ	Stem-p1s-dat	5
ɑlɑnnɯzdɑ	alanınızda	ɑlɑn-nɯz-dɑ	Stem-p2p-loc	5
ɑlɑnlɑrmɯzdɑ	alanlarımızda	ɑlɑn-lɑr-mɯz-dɑ	Stem-pl-p1p-loc	5
ɑlɑrgɑ	alarga	ɑlɑrgɑ	Stem	5
ɑlbymmy	albümümü	ɑlbym-m-y	Stem-p1s-acc	5
ɑlbɑjlɑr	albaylar	ɑlbɑj-lɑr	Stem-pl	5
ɑldɑ	alda	ɑl-dɑ	Stem-loc	5
ɑldɑnmɑ	aldanma	ɑldɑn-mɑ	Stem-vn:inf	5
ɑldɑtmɑɯ	aldatmayı	ɑldɑt-mɑ-ɯ	Stem-vn:inf-acc	5
ɑldɑtmɑɑ	aldatmaya	ɑldɑt-mɑ-ɑ	Stem-vn:inf-dat	5
ɑleve	aleve	ɑlev-e	Stem-dat	5
ɑlfɑbemizde	alfabemizde	ɑlfɑbe-miz-de	Stem-p1p-loc	5
ɑlgɯlɑnɑʤɑk	algılanacak	ɑlgɯ-lɑn-ɑʤɑk	Stem-lan-part:fut	5
ɑlgɯɯn	algının	ɑlgɯ-ɯn	Stem-gen	5
ɑlgɯɯ	algıyı	ɑlgɯ-ɯ	Stem-acc	5
ɑlgoritmɑɯɯn	algoritmasının	ɑlgoritmɑ-ɯ-ɯn	Stem-p3s-gen	5
ɑlkɯʃlɑɑrɑk	alkışlayarak	ɑlkɯʃ-lɑ-ɑrɑk	Stem-la-cv:erek	5
ɑlkɑlilere	alkalilere	ɑlkɑli-ler-e	Stem-pl-dat	5
ɑlkolde	alkolde	ɑlkol-de	Stem-loc	5
ɑlmɑʧ	almaç	ɑlmɑʧ	Stem	5
ɑlmɑɯp	almayıp	ɑl-mɑ-ɯp	Stem-neg-cv:ip	5
ɑlmɑɑlɯm	almayalım	ɑl-mɑ-ɑ-lɯ-m	Stem-neg-cv:ye-li-p1s	5
ɑltɯlɑr	altılar	ɑltɯ-lɑr	Stem-pl	5
ɑltɯjyz	altıyüz	ɑltɯjyz	Stem	5
ɑlternɑtiften	alternatiften	ɑlternɑtif-ten	Stem-abl	5
ɑltjɑpɯlɑrɯn	altyapıların	ɑltjɑpɯ-lɑr-ɯn	Stem-pl-gen	5
ɑltjɑpɯmɯzɯn	altyapımızın	ɑltjɑpɯ-mɯz-ɯn	Stem-p1p-gen	5
ɑmɑʧlɑmɑtɑ	amaçlamakta	ɑmɑʧ-lɑ-mɑ-tɑ	Stem-la-vn:inf-loc	5
ɑmɑʧlɑrnɯzɑ	amaçlarınıza	ɑmɑʧ-lɑr-nɯz-ɑ	Stem-pl-p2p-dat	5
ɑmbɑlɑʒlɑnɑn	ambalajlanan	ɑmbɑlɑʒ-lɑn-ɑn	Stem-lan-part:pres	5
ɑmelijɑthɑnelerin	ameliyathanelerin	ɑmelijɑthɑne-ler-in	Stem-pl-gen	5
ɑmelijɑtlɯ	ameliyatlı	ɑmelijɑt-lɯ	Stem-li	5
ɑmelije	ameliye	ɑmelije	Stem	5
ɑmirlikten	amirlikten	ɑmir-lik-ten	Stem-lik-abl	5
ɑmortisørler	amortisörler	ɑmortisør-ler	Stem-pl	5
ɑmpermetre	ampermetre	ɑmpermetre	Stem	5
ɑmpullerin	ampullerin	ɑmpul-ler-in	Stem-pl-gen	5
ɑnɯlɑrɑ	anılara	ɑnɯ-lɑr-ɑ	Stem-pl-dat	5
ɑnɯsɑl	anısal	ɑnɯ-sɑl	Stem-sal	5
ɑnɑʧlɑr	anaçlar	ɑnɑʧ-lɑr	Stem-pl	5
ɑnɑʧlɑrɯɯn	anaçlarının	ɑnɑʧ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑnɑhɑtlɑr	anahatlar	ɑnɑhɑt-lɑr	Stem-pl	5
ɑnɑhtɑrnɯz	anahtarınız	ɑnɑhtɑr-nɯz	Stem-p2p	5
ɑnɑhtɑrlɑrnɯzɯ	anahtarlarınızı	ɑnɑhtɑr-lɑr-nɯz-ɯ	Stem-pl-p2p-acc	5
ɑnɑjɑsɑlɑrɯ	anayasaları	ɑnɑjɑsɑ-lɑr-ɯ	Stem-pl-p3s	5
ɑnemiler	anemiler	ɑnemi-ler	Stem-pl	5
ɑnestezide	anestezide	ɑnestezi-de	Stem-loc	5
ɑnimɑsjonlɑrɯɯn	animasyonlarının	ɑnimɑsjon-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑnimɑsjonlɑrɑ	animasyonlara	ɑnimɑsjon-lɑr-ɑ	Stem-pl-dat	5
ɑnimɑtør	animatör	ɑnimɑtør	Stem	5
ɑnʒin	anjin	ɑnʒin	Stem	5
ɑnʒijo	anjiyo	ɑnʒijo	Stem	5
ɑnketmize	anketimize	ɑnket-miz-e	Stem-p1p-dat	5
ɑnketiin	anketinin	ɑnket-i-in	Stem-p3s-gen	5
ɑnlɑʃɯp	anlaşıp	ɑnlɑʃ-ɯp	Stem-cv:ip	5
ɑnlɑʃɑbilme	anlaşabilmek	ɑn-lɑʃ-ɑbil-me	Stem-las-abil-vn:inf	5
ɑnlɑmɑmɑɯ	anlamaması	ɑnlɑ-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	5
ɑnlɑtɯmlɯ	anlatımlı	ɑnlɑtɯm-lɯ	Stem-li	5
ɑnlɑjɯʃm	anlayışım	ɑnlɑjɯʃ-m	Stem-p1s	5
ɑnlɑjɯʃmɑ	anlayışıma	ɑnlɑjɯʃ-m-ɑ	Stem-p1s-dat	5
ɑnlɑjɯʃtɑki	anlayıştaki	ɑnlɑjɯʃ-tɑ-ki	Stem-loc-ki	5
ɑnlɑɑbiljor	anlayabiliyor	ɑn-lɑ-ɑbil-jor	Stem-la-abil-cont	5
ɑnmɑtɑn	anmaktan	ɑn-mɑ-tɑn	Stem-vn:inf-abl	5
ɑnnedeki	annedeki	ɑnne-de-ki	Stem-loc-ki	5
ɑnnelermize	annelerimize	ɑnne-ler-miz-e	Stem-pl-p1p-dat	5
ɑnnemizin	annemizin	ɑnne-miz-in	Stem-p1p-gen	5
ɑnnene	annene	ɑnne-n-e	Stem-p2s-dat	5
ɑnnesiz	annesiz	ɑnne-siz	Stem-siz	5
ɑnonslɑrɯ	anonsları	ɑnons-lɑr-ɯ	Stem-pl-p3s	5
ɑnormɑlliklerin	anormalliklerin	ɑnormɑl-lik-ler-in	Stem-lik-pl-gen	5
ɑntibijotikleri	antibiyotikleri	ɑntibijotik-ler-i	Stem-pl-p3s	5
ɑntibijotikli	antibiyotikli	ɑntibijotik-li	Stem-li	5
ɑntlɑʃmɑlɑrɯn	antlaşmaların	ɑntlɑʃ-mɑ-lɑr-ɯn	Stem-vn:inf-pl-gen	5
ɑntrenmɑnɯ	antrenmanı	ɑntrenmɑn-ɯ	Stem-p3s	5
ɑntrenmɑnɑ	antrenmana	ɑntrenmɑn-ɑ	Stem-dat	5
ɑntrenmɑnlɑr	antrenmanlar	ɑntrenmɑn-lɑr	Stem-pl	5
ɑpɑrtmɑndɑki	apartmandaki	ɑpɑrtmɑn-dɑ-ki	Stem-loc-ki	5
ɑpɑrtmɑnlɑrɑ	apartmanlara	ɑpɑrtmɑn-lɑr-ɑ	Stem-pl-dat	5
ɑptɑllɯk	aptallık	ɑptɑl-lɯk	Stem-lik	5
ɑptɑllɑr	aptallar	ɑptɑl-lɑr	Stem-pl	5
ɑrɯlɑrɯɯn	arılarının	ɑrɯ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑrmɑ	arıma	ɑr-m-ɑ	Stem-p1s-dat	5
ɑrɯtɑn	arıtan	ɑrɯt-ɑn	Stem-part:pres	5
ɑrɯtmɑdɑ	arıtmada	ɑrɯt-mɑ-dɑ	Stem-vn:inf-loc	5
ɑrɯzɑdɑ	arızada	ɑrɯzɑ-dɑ	Stem-loc	5
ɑrɯzɑɯɯn	arızasının	ɑrɯzɑ-ɯ-ɯn	Stem-p3s-gen	5
ɑrʃɯn	arşın	ɑrʃɯn	Stem	5
ɑrʃivmizdeki	arşivimizdeki	ɑrʃiv-miz-de-ki	Stem-p1p-loc-ki	5
ɑrɑʃtɯrmɑʤɯlɑrɯɯn	araştırmacılarının	ɑrɑʃtɯrmɑʤɯ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑrɑʃtɯrmɑlɑrmɯzɯ	araştırmalarımızı	ɑrɑʃtɯr-mɑ-lɑr-mɯz-ɯ	Stem-vn:inf-pl-p1p-acc	5
ɑrɑʃtɯrmɑlɑrmɯzdɑ	araştırmalarımızda	ɑrɑʃtɯr-mɑ-lɑr-mɯz-dɑ	Stem-vn:inf-pl-p1p-loc	5
ɑrɑʃtɯrmɑnɯzɯn	araştırmanızın	ɑrɑʃtɯrmɑ-nɯz-ɯn	Stem-p2p-gen	5
ɑrɑbɑlɑrdɑn	arabalardan	ɑrɑbɑ-lɑr-dɑn	Stem-pl-abl	5
ɑrɑmɑmɑ	aramamak	ɑrɑ-mɑ-mɑ	Stem-neg-vn:inf	5
ɑrɑnmɑdɑn	aranmadan	ɑrɑn-mɑ-dɑn	Stem-vn:inf-abl	5
ɑrɑnmɑmɑɯ	aranmaması	ɑrɑn-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	5
ɑrɑplɯ	araplı	ɑrɑp-lɯ	Stem-li	5
ɑrɑzlɑr	arazlar	ɑrɑz-lɑr	Stem-pl	5
ɑrbede	arbede	ɑrbede	Stem	5
ɑrbitrɑʒ	arbitraj	ɑrbitrɑʒ	Stem	5
ɑrboretumu	arboretumu	ɑrboretum-u	Stem-p3s	5
ɑristokrɑsiin	aristokrasinin	ɑristokrɑsi-in	Stem-gen	5
ɑrijet	ariyet	ɑrijet	Stem	5
ɑrkɑdɑʃlɑrnɯzdɑn	arkadaşlarınızdan	ɑrkɑdɑʃ-lɑr-nɯz-dɑn	Stem-pl-p2p-abl	5
ɑrkɑndɑ	arkanda	ɑrkɑ-n-dɑ	Stem-p2s-loc	5
ɑrkɑndɑn	arkandan	ɑrkɑ-n-dɑn	Stem-p2s-abl	5
ɑrkeologlɑrɯn	arkeologların	ɑrkeolog-lɑr-ɯn	Stem-pl-gen	5
ɑrklɑrɯ	arkları	ɑrk-lɑr-ɯ	Stem-pl-p3s	5
ɑrmɑɰɑnɯn	armağanın	ɑrmɑɰɑn-ɯn	Stem-gen	5
ɑrmonik	armonik	ɑrmonik	Stem	5
ɑrsɯz	arsız	ɑr-sɯz	Stem-siz	5
ɑrsɑl	arsal	ɑr-sɑl	Stem-sal	5
ɑrtʧɯlɑr	artçılar	ɑrt-ʧɯ-lɑr	Stem-ci-pl	5
ɑrtɯʃlɑrdɑn	artışlardan	ɑrtɯʃ-lɑr-dɑn	Stem-pl-abl	5
ɑrtɯrɯmɑ	artırıma	ɑrtɯrɯm-ɑ	Stem-dat	5
ɑrtɯɯ	artısı	ɑrtɯ-ɯ	Stem-p3s	5
ɑrtmɑmɑɯ	artmaması	ɑrt-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	5
ɑruzu	aruzu	ɑruz-u	Stem-p3s	5
ɑruzun	aruzun	ɑruz-un	Stem-gen	5
ɑrzulɑdɯklɑrɯ	arzuladıkları	ɑrzulɑ-dɯk-lɑrɯ	Stem-part:past-p3p	5
ɑrzulɑrɯn	arzuların	ɑrzu-lɑr-ɯn	Stem-pl-gen	5
ɑrzulu	arzulu	ɑrzu-lu	Stem-li	5
ɑsɑbijee	asabiyeye	ɑsɑbije-e	Stem-dat	5
ɑsbestten	asbestten	ɑsbest-ten	Stem-abl	5
ɑsfɑltɯɯn	asfaltının	ɑsfɑlt-ɯ-ɯn	Stem-p3s-gen	5
ɑsfɑltlɑnɑʤɑk	asfaltlanacak	ɑsfɑlt-lɑn-ɑʤɑk	Stem-lan-part:fut	5
ɑsimetrii	asimetrisi	ɑsimetri-i	Stem-p3s	5
ɑsimi	asimi	ɑsi-m-i	Stem-p1s-acc	5
ɑsistɑnlɯktɑ	asistanlıkta	ɑsistɑn-lɯk-tɑ	Stem-lik-loc	5
ɑsistɑnlɑrɑ	asistanlara	ɑsistɑn-lɑr-ɑ	Stem-pl-dat	5
ɑskɯlɑr	askılar	ɑskɯ-lɑr	Stem-pl	5
ɑskerijein	askeriyenin	ɑskerije-in	Stem-gen	5
ɑslɑnɑ	aslana	ɑslɑn-ɑ	Stem-dat	5
ɑspɑrɑgɑs	asparagas	ɑspɑrɑgɑs	Stem	5
ɑstɯklɑrɯ	astıkları	ɑs-tɯk-lɑrɯ	Stem-part:past-p3p	5
ɑstɯmɯn	astımın	ɑstɯm-ɯn	Stem-gen	5
ɑstɑrlɑnmɑɯ	astarlanması	ɑstɑr-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	5
ɑtɯʃlɑrdɑ	atışlarda	ɑt-ɯʃ-lɑr-dɑ	Stem-vn:yis-pl-loc	5
ɑtɯklɯ	atıklı	ɑtɯk-lɯ	Stem-li	5
ɑtɯklɑrɑ	atıklara	ɑtɯk-lɑr-ɑ	Stem-pl-dat	5
ɑtɯlɯnʤɑ	atılınca	ɑtɯl-ɯnʤɑ	Stem-cv:ince	5
ɑtɯldɯklɑrɯ	atıldıkları	ɑtɯl-dɯk-lɑrɯ	Stem-part:past-p3p	5
ɑtɑmɑlɑrɯɯn	atamalarının	ɑtɑ-mɑ-lɑr-ɯ-ɯn	Stem-vn:inf-pl-p3s-gen	5
ɑtɑnɯ	atanı	ɑtɑ-n-ɯ	Stem-p2s-acc	5
ɑtɑrdɑmɑrlɑr	atardamarlar	ɑtɑrdɑmɑr-lɑr	Stem-pl	5
ɑteʃʧi	ateşçi	ɑteʃ-ʧi	Stem-ci	5
ɑteʃbɑz	ateşbaz	ɑteʃbɑz	Stem	5
ɑteʃniz	ateşiniz	ɑteʃ-niz	Stem-p2p	5
ɑteʃkese	ateşkese	ɑteʃkes-e	Stem-dat	5
ɑteʃkesten	ateşkesten	ɑteʃkes-ten	Stem-abl	5
ɑteʃlenen	ateşlenen	ɑteʃ-len-en	Stem-lan-part:pres	5
ɑtiin	atinin	ɑti-in	Stem-gen	5
ɑtlɑmɑɑ	atlamaya	ɑtlɑ-mɑ-ɑ	Stem-vn:inf-dat	5
ɑtlɑstɑn	atlastan	ɑtlɑs-tɑn	Stem-abl	5
ɑtletleri	atletleri	ɑtlet-ler-i	Stem-pl-p3s	5
ɑtmɑmɯzɯ	atmamızı	ɑt-mɑ-mɯz-ɯ	Stem-vn:inf-p1p-acc	5
ɑtmɑmɑ	atmama	ɑt-mɑ-mɑ	Stem-neg-vn:inf	5
ɑtmɑmɑɯ	atmaması	ɑt-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	5
ɑtmɑnɯzɯ	atmanızı	ɑt-mɑ-nɯz-ɯ	Stem-vn:inf-p2p-acc	5
ɑtmɑɯɯn	atmasının	ɑt-mɑ-ɯ-ɯn	Stem-vn:inf-p3s-gen	5
ɑtomlɑrɯɯn	atomlarının	ɑtom-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑtomlɑrɑ	atomlara	ɑtom-lɑr-ɑ	Stem-pl-dat	5
ɑvɑntɑʒɯn	avantajın	ɑvɑntɑʒ-ɯn	Stem-gen	5
ɑvɑntɑʒdɑn	avantajdan	ɑvɑntɑʒ-dɑn	Stem-abl	5
ɑvlɑrɯn	avların	ɑv-lɑr-ɯn	Stem-pl-gen	5
ɑvlɑɑrɑk	avlayarak	ɑv-lɑ-ɑrɑk	Stem-la-cv:erek	5
ɑvukɑtlɑrmɯz	avukatlarımız	ɑvukɑt-lɑr-mɯz	Stem-pl-p1p	5
ɑjɯrdetme	ayırdetme	ɑjɯrdet-me	Stem-vn:inf	5
ɑjɯrdetme	ayırdetmek	ɑjɯrdet-me	Stem-vn:inf	5
ɑjɯrmɑlɑrnɯ	ayırmalarını	ɑjɯr-mɑ-lɑr-n-ɯ	Stem-vn:inf-pl-p2s-acc	5
ɑjɯt	ayıt	ɑjɯt	Stem	5
ɑjɑkkɑbɯnɯzɯ	ayakkabınızı	ɑjɑkkɑbɯ-nɯz-ɯ	Stem-p2p-acc	5
ɑjɑklɑnmɑdɑ	ayaklanmada	ɑjɑklɑnmɑ-dɑ	Stem-loc	5
ɑjɑklɑnmɑɯɯn	ayaklanmasının	ɑjɑklɑnmɑ-ɯ-ɯn	Stem-p3s-gen	5
ɑjɑklɑrmɯzɯ	ayaklarımızı	ɑjɑk-lɑr-mɯz-ɯ	Stem-pl-p1p-acc	5
ɑjɑklɑrmɯzɑ	ayaklarımıza	ɑjɑk-lɑr-mɯz-ɑ	Stem-pl-p1p-dat	5
ɑjɑklɑrmdɑ	ayaklarımda	ɑjɑk-lɑr-m-dɑ	Stem-pl-p1s-loc	5
ɑjɑklɑrdɑki	ayaklardaki	ɑjɑk-lɑr-dɑ-ki	Stem-pl-loc-ki	5
